u.mag,g.mag,r.mag,i.mag,z.mag,redshift,redshift.err,class
19.33934,18.93093,19.02012,19.18272,19.33682,-0.0001928307,0.0001091037,STAR
24.73649,21.54208,20.19175,18.89863,18.22415,7.616455e-05,3.203896e-05,STAR
17.96625,17.12011,16.77217,16.62855,16.62773,0.0005460029,1.604326e-05,STAR
18.27793,17.86216,18.08781,18.2963,18.62735,-7.272344e-05,4.051305e-05,STAR
20.34564,20.43429,20.72019,20.90356,21.44841,-0.0005813313,0.0002486501,STAR
19.21952,18.86244,19.11115,19.35625,19.56021,0.0002110122,8.633018e-05,STAR
17.29751,16.13867,16.25384,16.34936,16.48225,0.000786088,6.804348e-06,STAR
20.40939,19.9716,19.91847,20.16686,20.51581,0.000371492,0.0001913174,STAR
19.61852,18.6157,18.31468,18.21952,18.20197,0.0009542407,2.740853e-05,STAR
19.00831,17.97474,17.61304,17.4775,17.47054,0.0002976391,1.691984e-05,STAR
19.91935,19.68103,19.84203,20.13223,20.54463,5.655362e-06,0.0001176851,STAR
18.78296,18.30324,18.41582,18.58533,18.81057,0.000322377,5.584928e-05,STAR
26.336,23.2787,21.35111,19.20914,17.81536,-0.0001278916,2.520853e-05,STAR
18.87099,17.65178,17.51718,17.44816,17.46901,0.0003604634,1.665364e-05,STAR
18.27129,17.07834,16.78229,16.66631,16.64259,0.0006763136,1.059818e-05,STAR
18.20374,17.33913,17.02061,16.92501,16.88547,0.0008055152,2.085836e-05,STAR
19.46974,18.37877,18.19497,18.16093,18.18718,0.0007991314,3.506525e-05,STAR
17.85573,16.73224,16.95423,17.09897,17.21122,-9.007137e-05,8.885024e-06,STAR
19.79318,18.93289,17.20181,16.10698,15.93816,0.0001312626,8.708769e-06,STAR
19.97818,18.88063,18.51859,18.39058,18.34085,0.0001108184,2.678121e-05,STAR
18.9115,17.84265,17.39248,17.24206,17.20784,0.0001372105,1.505879e-05,STAR
24.64334,23.85054,23.10311,20.32915,18.8432,1.592556e-05,7.45826e-05,STAR
19.72758,18.4929,18.62136,18.75302,18.83094,-0.0003727878,2.857004e-05,STAR
19.2602,18.80714,18.99012,19.17563,19.44872,-8.011728e-05,6.928802e-05,STAR
16.36176,15.19437,15.32297,15.45456,15.55545,0.0001121523,4.639149e-06,STAR
23.63745,21.36453,19.86776,19.11446,18.61219,2.615839e-05,4.100541e-05,STAR
20.24706,19.83018,19.95216,20.06383,20.15851,6.780768e-05,0.000146994,STAR
24.61351,22.05997,20.5617,18.96164,17.99058,-0.0001404756,2.722804e-05,STAR
20.74201,19.01246,17.85303,17.45644,17.20583,6.396063e-06,9.8442e-06,STAR
20.35023,17.90153,16.60254,15.97958,15.54855,0.0004056764,1.001486e-05,STAR
20.97495,18.5218,17.30913,16.7752,16.4734,1.481867e-05,9.842704e-06,STAR
